515.jpg,0.00155464247402,3.25558505875e-07,2.27713977044e-11,1.09942561949e-11,-1.3184616738e-22,-2.85965714841e-15,-1.13480680675e-22
477.jpg,0.000909136598724,1.22249157666e-07,3.64712969971e-13,6.52054196268e-13,-1.13980139389e-25,-1.85588211268e-17,-2.96850858644e-25
486.jpg,0.00105112738391,1.53057633144e-07,2.95864932881e-13,2.24929895344e-13,5.47715390165e-26,5.72047978957e-17,-1.91576585087e-26
187.jpg,0.00157290307364,1.40681158667e-07,5.44996540226e-11,7.20544060955e-11,4.40865510198e-21,2.66759579066e-14,9.75599996752e-22
747.jpg,0.0016575027359,4.54361717315e-07,9.92962777767e-12,1.36459661004e-11,-1.12733548144e-22,-5.39219994909e-15,-1.11905351325e-22
846.jpg,0.00154351012792,5.19539629254e-07,1.29721032989e-11,7.1891713311e-12,-3.52016774752e-23,5.5791661142e-16,5.98401233708e-23
937.jpg,0.00176833907054,6.67325361112e-07,2.16068979923e-10,1.04461630209e-10,1.47358217207e-20,8.48548842572e-14,5.39950504911e-21
806.jpg,0.00139865107117,2.52869512972e-07,3.51350263924e-10,3.4385524284e-10,1.19490080802e-19,1.72274181933e-13,2.58702464634e-21
122.jpg,0.00185348520073,4.13960864932e-07,1.47561450171e-11,3.74594733151e-11,-3.15915823556e-22,7.57271297008e-15,-8.22090698117e-22
433.jpg,0.000953111238722,1.44612268763e-07,3.0823780898e-13,1.49513906886e-12,-7.21116808038e-25,-2.09545728613e-16,7.14291407629e-25
232.jpg,0.00192834405379,4.17606453306e-07,1.25642546934e-11,3.20138182211e-11,6.40785301303e-22,-1.00271905361e-15,4.04137729516e-23
339.jpg,0.00223278407906,6.28244203451e-07,1.6280805315e-10,1.0361538442e-10,3.04533855217e-21,6.10494580676e-14,-1.31087181076e-20
619.jpg,0.00220296770197,5.99145797871e-07,4.85064894625e-11,1.5864586197e-11,7.43941658701e-23,9.64101620272e-15,-4.33758105706e-22
702.jpg,0.00172044068333,4.55510980776e-07,5.45196772521e-11,1.19110225104e-11,-1.48941977369e-22,-6.36493932188e-16,2.64473340129e-22
662.jpg,0.00390107536509,1.85987269317e-06,5.7524240008e-09,2.04550774438e-09,-6.90553586647e-18,-2.68219847313e-12,-1.24352108528e-18
335.jpg,0.00154369055052,3.49583167699e-07,1.65525199674e-10,1.23934626725e-10,1.28592848246e-20,5.80914637024e-14,-1.22365937912e-20
687.jpg,0.00229438825558,1.48577588738e-06,2.73329339725e-10,6.45596049271e-10,1.79356217494e-19,3.32686332582e-13,2.03418299698e-19
550.jpg,0.00134020085955,1.15665307359e-07,2.03920778134e-11,6.03672694939e-11,-6.12646378168e-22,5.48121747134e-15,-2.02749469469e-21
554.jpg,0.00155941789684,1.68072533575e-07,3.14747753393e-12,8.67338217421e-12,-7.36825584255e-24,-2.51321740462e-15,-4.47142779087e-23
893.jpg,0.00198324176613,3.38976972616e-07,3.78508474733e-10,3.06322434347e-10,5.05957135639e-20,1.46330059731e-13,9.12121212264e-20
296.jpg,0.0017888423128,5.83958396996e-07,2.07412059236e-10,1.0833982268e-10,2.15704586908e-22,-2.72550883577e-14,1.62390594687e-20
904.jpg,0.0014809901703,2.96193574744e-07,2.00684605337e-11,1.32652769119e-10,5.38855675162e-21,-1.3785536492e-14,4.22000379191e-21
94.jpg,0.0016108886243,2.83308243105e-07,2.2688475314e-11,7.42851177285e-12,5.72348638305e-24,-2.12302590766e-15,-9.62696072175e-23
475.jpg,0.00108627514444,1.66742522116e-07,1.48658226123e-12,4.96445457436e-12,1.33807550281e-23,1.9718881798e-15,1.68617756199e-24
636.jpg,0.00157500832291,8.18875482883e-08,4.32069529238e-11,5.79514644398e-11,5.91830742333e-22,1.4184608066e-14,2.83879999456e-21
770.jpg,0.00226578102941,6.69741128265e-07,6.24128619903e-11,1.46800876291e-11,-2.93896406948e-22,3.1493433711e-15,3.33280995891e-22
552.jpg,0.00153700834442,2.69411217437e-07,2.34200084409e-12,1.756601867e-12,-2.53422639679e-24,5.85430525332e-16,-2.5043855856e-24
976.jpg,0.00183493955708,3.63130368215e-07,6.18206439744e-11,6.9916757625e-12,-1.08555574676e-22,-3.04073394849e-15,-9.66675249684e-23
280.jpg,0.00167951922465,3.79407227887e-07,3.303317859e-11,1.10947055172e-11,1.74422823905e-22,6.64587330136e-15,-1.2119926765e-22
754.jpg,0.00178953930851,5.8882385777e-07,1.26916298518e-10,1.60976914522e-10,1.95547600785e-20,1.09954718389e-13,1.21260433984e-20
64.jpg,0.0019213621971,3.06231894024e-07,6.90534312243e-11,1.98951873179e-11,6.81104396673e-22,-9.49489034317e-15,-2.82638420467e-22
776.jpg,0.00158408525723,4.1154962436e-07,2.25903409001e-12,2.93123269168e-12,4.69916708565e-24,5.41079505792e-16,5.90023494059e-24
983.jpg,0.00263908998325,3.25070115345e-07,3.68574682034e-10,1.21825910476e-09,7.83550711862e-19,6.38796550277e-13,-2.2904775141e-19
939.jpg,0.00175685092206,4.30454088572e-07,1.78795134766e-11,3.56865464307e-11,8.56497598012e-22,1.30373129985e-14,-2.81065336761e-22
853.jpg,0.00205016881781,4.94497171162e-07,6.09120288619e-10,8.74120493334e-11,-1.45104511182e-20,-1.32237242201e-14,-1.40100162899e-20
348.jpg,0.00225141254409,7.81784044243e-07,6.98909168544e-10,2.30537948457e-10,8.6235767383e-20,1.33219022431e-13,3.35682515229e-20
31.jpg,0.00170269369862,5.17834193921e-07,1.16425048812e-11,1.17080161997e-11,-8.13656938038e-24,5.44490259066e-15,1.36451225532e-22
428.jpg,0.00102951893441,1.71192909994e-07,2.12737176812e-13,7.58202238756e-13,8.23936927034e-26,3.0710724336e-16,-2.93149535614e-25
801.jpg,0.00169723949274,3.94558862183e-07,9.32260272608e-10,7.18308331891e-10,5.8759927474e-19,4.29877139823e-13,-1.56353983516e-20
316.jpg,0.00194168417995,5.63379792238e-07,3.16806426755e-10,1.95346401523e-10,-2.47665186248e-20,6.97027346434e-15,4.18119684468e-20
875.jpg,0.00174318748803,4.48770595316e-07,3.19562950991e-11,3.49150287854e-11,1.00667480397e-21,2.22973995297e-14,-5.88877942455e-22
973.jpg,0.00174629589877,2.47744866975e-07,1.7113350216e-10,1.58283741076e-10,2.43837440047e-20,7.80389033954e-14,9.16951826161e-21
784.jpg,0.00263860290726,1.26181616756e-06,6.06749187307e-10,6.11330497468e-11,-1.17385901059e-20,1.35395554102e-14,-9.10588451286e-22
725.jpg,0.00187417625956,6.09486420144e-07,6.0132537836e-11,1.19825261998e-11,-3.09223904515e-22,2.6391519664e-15,8.85231129593e-23
778.jpg,0.00179769639837,4.70938936533e-07,7.9188218394e-13,7.46176677553e-12,3.47051733805e-24,4.11142575408e-15,1.78030249176e-23
301.jpg,0.00246700902973,4.90040632642e-07,3.67248143747e-10,3.64652386757e-10,1.33027676086e-19,2.51746554092e-13,-1.05301816815e-20
963.jpg,0.00213750711208,2.09924684241e-07,1.43660727431e-09,8.77505987137e-10,7.7895830103e-19,3.91423588168e-13,-6.03267215423e-19
176.jpg,0.00163053745388,2.35436131035e-07,8.47225269718e-12,9.00475636172e-12,2.21587960082e-23,7.6461851773e-16,7.54656037314e-23
481.jpg,0.000906545746253,1.17754662383e-07,2.84037404804e-13,1.11303432287e-12,5.2076595055e-25,3.78566560664e-16,3.4706713858e-25
267.jpg,0.00156853457537,2.72428715241e-07,4.6183864357e-12,5.80014129818e-12,2.70850369358e-23,-2.68789881622e-15,1.29448540879e-23
393.jpg,0.00167253428034,3.27676861343e-07,9.85375459965e-11,3.36379295432e-11,1.93540077584e-21,1.92450764083e-14,6.87516713114e-23
239.jpg,0.00158840097809,4.51134217616e-07,3.96827695085e-12,1.19529053757e-11,7.88100577105e-23,-7.29842782869e-16,2.37852831847e-23
860.jpg,0.00170777977324,2.40065081082e-07,3.05634061964e-11,9.03146495457e-11,4.21577515538e-21,4.33185330189e-14,2.17772087691e-21
84.jpg,0.00202704468502,9.11684452946e-07,6.28874575915e-11,2.71579798269e-12,1.46815584192e-23,2.50413254896e-15,3.23128578785e-23
660.jpg,0.00195342377566,3.76417449444e-07,1.0249648016e-10,1.54403968148e-10,-7.20197344005e-21,-2.81168101324e-14,-1.80396624906e-20
35.jpg,0.00226132123757,9.37251073648e-07,4.12062564728e-10,7.41925128662e-11,1.28091384224e-20,6.74089442039e-14,2.05187632593e-21
521.jpg,0.00124361273198,1.46978304325e-07,5.75995245495e-12,3.95311226341e-12,-1.26565774569e-23,-7.19565864762e-16,-1.39869922548e-23
924.jpg,0.00209045530384,5.59990073286e-07,2.05280747849e-10,7.03695551629e-12,2.57497066723e-22,3.44912507314e-15,7.23023828844e-23
929.jpg,0.00147734856802,2.86734416943e-07,1.52526644198e-10,3.6647425434e-11,-1.36219991982e-21,-1.96233576911e-14,-2.37730502989e-21
569.jpg,0.00167069281193,4.01179265194e-07,6.00066226889e-11,5.49850066386e-12,-9.45118355903e-23,-3.13629068185e-15,-3.22947708217e-23
62.jpg,0.00214038230108,3.79137147969e-07,1.36991137087e-10,1.5720128605e-10,-2.28505321483e-20,-2.1322977875e-14,3.16794615823e-21
706.jpg,0.00214851850469,5.42805001325e-07,4.43369374648e-11,1.32764093273e-10,8.05647947676e-21,8.02920297926e-14,-6.23279984436e-21
353.jpg,0.00191291817302,5.48269955815e-07,3.1461757733e-12,3.2720451535e-11,-2.95580977064e-22,-1.23955417562e-14,-1.51151983355e-22
765.jpg,0.00198871902552,5.82209806308e-07,4.72994275627e-11,4.76285029528e-11,-2.7073296661e-22,-1.85957313594e-14,-2.24435394899e-21
544.jpg,0.00132361026108,1.6383225392e-07,3.25863864539e-13,9.16080867977e-12,-1.48529885149e-23,-2.40139847876e-15,5.46863661859e-24
391.jpg,0.00166828239828,3.49379034245e-07,5.12723938434e-10,4.97317466068e-10,2.48677475809e-19,2.9348508512e-13,-3.49854290116e-20
445.jpg,0.00102660386673,1.41055818478e-07,4.67815996527e-13,4.17514629723e-12,5.41540431347e-24,1.55740972581e-15,2.17285131594e-24
803.jpg,0.00175374791719,2.58932676756e-07,1.2099544185e-10,1.98820611215e-11,5.65911804352e-22,-1.01152798202e-14,-7.94156197279e-22
782.jpg,0.00171247987926,2.77946279255e-07,1.03094817651e-10,2.29020542616e-11,1.08001386852e-21,1.00311726204e-14,2.68268129557e-22
